file_a,file_b,cochange_count,jaccard
app/admin/layout.tsx,components/FeaturedProducts.tsx,3,0.157895
app/admin/layout.tsx,components/ProductActions.tsx,3,0.375000
app/admin/layout.tsx,components/ProductCard.tsx,3,0.250000
app/admin/layout.tsx,components/SaleProducts.tsx,3,0.166667
app/admin/layout.tsx,components/admin/AdminSidebar.tsx,3,0.214286
app/admin/news/page.tsx,app/admin/promo-codes/page.tsx,5,0.357143
app/admin/news/page.tsx,app/dashboard/layout.tsx,3,0.200000
app/admin/news/page.tsx,app/globals.css,5,0.227273
app/admin/news/page.tsx,app/layout.tsx,5,0.227273
app/admin/news/page.tsx,app/page.tsx,3,0.142857
app/admin/news/page.tsx,app/product/[id]/page.tsx,4,0.250000
app/admin/news/page.tsx,app/shop/page.tsx,3,0.157895
app/admin/news/page.tsx,components/DashboardClient.tsx,3,0.200000
app/admin/news/page.tsx,components/DashboardTabs.tsx,3,0.214286
app/admin/news/page.tsx,components/HeroBannerClient.tsx,5,0.250000
app/admin/news/page.tsx,components/ProductActions.tsx,3,0.200000
app/admin/news/page.tsx,components/ProductCard.tsx,7,0.466667
app/admin/news/page.tsx,components/SaleProducts.tsx,9,0.473684
app/admin/news/page.tsx,components/cart/AddToCartButton.tsx,3,0.214286
app/admin/popups/page.tsx,app/admin/promo-codes/page.tsx,3,0.272727
app/admin/popups/page.tsx,app/dashboard/layout.tsx,3,0.300000
app/admin/popups/page.tsx,app/globals.css,3,0.157895
app/admin/popups/page.tsx,app/layout.tsx,3,0.157895
app/admin/popups/page.tsx,app/shop/page.tsx,3,0.214286
app/admin/popups/page.tsx,components/DashboardClient.tsx,3,0.300000
app/admin/popups/page.tsx,components/DashboardTabs.tsx,3,0.333333
app/admin/popups/page.tsx,components/ProductActions.tsx,3,0.300000
app/admin/popups/page.tsx,components/ProductCard.tsx,5,0.416667
app/admin/popups/page.tsx,components/SaleProducts.tsx,5,0.277778
app/admin/products/[id]/edit/page.tsx,app/admin/products/[id]/stock/page.tsx,2,0.181818
app/admin/products/[id]/edit/page.tsx,app/admin/promo-codes/page.tsx,3,0.272727
app/admin/products/[id]/edit/page.tsx,app/globals.css,3,0.157895
app/admin/products/[id]/edit/page.tsx,app/layout.tsx,4,0.222222
app/admin/products/[id]/edit/page.tsx,components/HeroBannerClient.tsx,3,0.176471
app/admin/products/[id]/edit/page.tsx,components/cart/AddToCartButton.tsx,3,0.333333
app/admin/products/[id]/stock/page.tsx,components/HeroBannerClient.tsx,2,0.153846
app/admin/products/[id]/stock/page.tsx,components/NavigationDrawer.tsx,2,0.250000
app/admin/products/[id]/stock/page.tsx,components/PurchasedItem.tsx,2,0.200000
app/admin/products/[id]/stock/page.tsx,components/admin/ProductTable.tsx,2,0.200000
app/admin/products/new/page.tsx,app/admin/promo-codes/page.tsx,3,0.300000
app/admin/products/new/page.tsx,app/globals.css,3,0.166667
app/admin/products/new/page.tsx,app/layout.tsx,3,0.166667
app/admin/products/new/page.tsx,components/HeroBannerClient.tsx,3,0.187500
app/admin/products/new/page.tsx,components/cart/AddToCartButton.tsx,3,0.375000
app/admin/promo-codes/page.tsx,app/admin/roles/page.tsx,3,0.300000
app/admin/promo-codes/page.tsx,app/admin/users/AdminUsersClient.tsx,5,0.714286
app/admin/promo-codes/page.tsx,app/dashboard/layout.tsx,3,0.500000
app/admin/promo-codes/page.tsx,app/dashboard/topup/page.tsx,3,0.333333
app/admin/promo-codes/page.tsx,app/globals.css,5,0.384615
app/admin/promo-codes/page.tsx,app/layout.tsx,5,0.384615
app/admin/promo-codes/page.tsx,app/product/[id]/page.tsx,3,0.375000
app/admin/promo-codes/page.tsx,app/shop/page.tsx,3,0.300000
app/admin/promo-codes/page.tsx,components/DashboardClient.tsx,3,0.500000
app/admin/promo-codes/page.tsx,components/DashboardTabs.tsx,3,0.600000
app/admin/promo-codes/page.tsx,components/FeaturedProducts.tsx,5,0.333333
app/admin/promo-codes/page.tsx,components/HeroBannerClient.tsx,3,0.230769
app/admin/promo-codes/page.tsx,components/Navbar.tsx,3,0.150000
app/admin/promo-codes/page.tsx,components/ProductActions.tsx,3,0.500000
app/admin/promo-codes/page.tsx,components/ProductCard.tsx,5,0.625000
app/admin/promo-codes/page.tsx,components/PurchasedItem.tsx,3,0.300000
app/admin/promo-codes/page.tsx,components/SaleProducts.tsx,5,0.357143
app/admin/promo-codes/page.tsx,components/admin/AdminSidebar.tsx,3,0.250000
app/admin/promo-codes/page.tsx,components/admin/ProductTable.tsx,3,0.300000
app/admin/promo-codes/page.tsx,components/cart/AddToCartButton.tsx,3,0.600000
app/admin/roles/page.tsx,app/dashboard/layout.tsx,3,0.333333
app/admin/roles/page.tsx,app/globals.css,3,0.166667
app/admin/roles/page.tsx,app/layout.tsx,3,0.166667
app/admin/roles/page.tsx,app/shop/page.tsx,3,0.230769
app/admin/roles/page.tsx,components/DashboardClient.tsx,3,0.333333
app/admin/roles/page.tsx,components/DashboardTabs.tsx,3,0.375000
app/admin/roles/page.tsx,components/ProductActions.tsx,3,0.333333
app/admin/roles/page.tsx,components/ProductCard.tsx,5,0.454545
app/admin/roles/page.tsx,components/SaleProducts.tsx,5,0.294118
app/admin/settings/page.tsx,app/globals.css,3,0.166667
app/admin/settings/page.tsx,app/layout.tsx,3,0.166667
app/admin/settings/page.tsx,app/product/[id]/page.tsx,2,0.166667
app/admin/settings/page.tsx,components/GachaRhombus.tsx,3,0.214286
app/admin/settings/page.tsx,components/ProductCard.tsx,3,0.230769
app/admin/settings/page.tsx,components/SaleProducts.tsx,3,0.157895
app/admin/users/AdminUsersClient.tsx,app/dashboard/layout.tsx,3,0.375000
app/admin/users/AdminUsersClient.tsx,app/globals.css,5,0.333333
app/admin/users/AdminUsersClient.tsx,app/layout.tsx,5,0.333333
app/admin/users/AdminUsersClient.tsx,app/product/[id]/page.tsx,3,0.300000
app/admin/users/AdminUsersClient.tsx,app/shop/page.tsx,3,0.250000
app/admin/users/AdminUsersClient.tsx,components/DashboardClient.tsx,3,0.375000
app/admin/users/AdminUsersClient.tsx,components/DashboardTabs.tsx,3,0.428571
app/admin/users/AdminUsersClient.tsx,components/HeroBannerClient.tsx,3,0.200000
app/admin/users/AdminUsersClient.tsx,components/ProductActions.tsx,3,0.375000
app/admin/users/AdminUsersClient.tsx,components/ProductCard.tsx,5,0.500000
app/admin/users/AdminUsersClient.tsx,components/SaleProducts.tsx,5,0.312500
app/admin/users/AdminUsersClient.tsx,components/cart/AddToCartButton.tsx,3,0.428571
app/dashboard/layout.tsx,app/dashboard/topup/page.tsx,3,0.375000
app/dashboard/layout.tsx,components/DashboardClient.tsx,3,0.600000
app/dashboard/layout.tsx,components/DashboardTabs.tsx,3,0.750000
app/dashboard/layout.tsx,components/FeaturedProducts.tsx,3,0.187500
app/dashboard/layout.tsx,components/ProductActions.tsx,3,0.600000
app/dashboard/layout.tsx,components/ProductCard.tsx,3,0.333333
app/dashboard/layout.tsx,components/SaleProducts.tsx,3,0.200000
app/dashboard/topup/page.tsx,app/globals.css,3,0.176471
app/dashboard/topup/page.tsx,app/layout.tsx,3,0.176471
app/dashboard/topup/page.tsx,app/shop/page.tsx,3,0.250000
app/dashboard/topup/page.tsx,components/DashboardClient.tsx,3,0.375000
app/dashboard/topup/page.tsx,components/DashboardTabs.tsx,3,0.428571
app/dashboard/topup/page.tsx,components/HeroBannerClient.tsx,2,0.125000
app/dashboard/topup/page.tsx,components/ProductActions.tsx,3,0.375000
app/dashboard/topup/page.tsx,components/ProductCard.tsx,3,0.250000
app/dashboard/topup/page.tsx,components/SaleProducts.tsx,3,0.166667
app/globals.css,components/DashboardTabs.tsx,3,0.230769
app/globals.css,components/FeaturedProducts.tsx,7,0.333333
app/globals.css,components/HeroBannerClient.tsx,3,0.142857
app/globals.css,components/ProductActions.tsx,3,0.214286
app/globals.css,components/ProductCard.tsx,5,0.312500
app/globals.css,components/SaleProducts.tsx,7,0.350000
app/globals.css,components/admin/AdminSidebar.tsx,7,0.437500
app/globals.css,components/admin/ProductTable.tsx,3,0.166667
app/globals.css,components/cart/AddToCartButton.tsx,3,0.230769
app/layout.tsx,components/DashboardClient.tsx,3,0.214286
app/layout.tsx,components/DashboardTabs.tsx,3,0.230769
app/layout.tsx,components/FeaturedProducts.tsx,5,0.217391
app/layout.tsx,components/ProductActions.tsx,3,0.214286
app/layout.tsx,components/ProductCard.tsx,5,0.312500
app/layout.tsx,components/PurchasedItem.tsx,3,0.166667
app/layout.tsx,components/SaleProducts.tsx,5,0.227273
app/layout.tsx,components/admin/AdminSidebar.tsx,5,0.277778
app/layout.tsx,components/admin/ProductTable.tsx,4,0.235294
app/layout.tsx,components/cart/AddToCartButton.tsx,3,0.230769
app/page.tsx,components/FeaturedProducts.tsx,5,0.250000
app/page.tsx,components/SaleProducts.tsx,5,0.263158
app/page.tsx,components/admin/AdminSidebar.tsx,5,0.333333
app/page.tsx,components/admin/ProductTable.tsx,3,0.200000
app/product/[id]/page.tsx,components/HeroBannerClient.tsx,3,0.214286
app/product/[id]/page.tsx,components/PurchasedItem.tsx,3,0.272727
app/product/[id]/page.tsx,components/admin/AdminSidebar.tsx,3,0.230769
app/product/[id]/page.tsx,components/admin/ProductTable.tsx,3,0.272727
app/product/[id]/page.tsx,components/cart/AddToCartButton.tsx,3,0.500000
app/shop/page.tsx,components/DashboardClient.tsx,3,0.333333
app/shop/page.tsx,components/DashboardTabs.tsx,3,0.375000
app/shop/page.tsx,components/FeaturedProducts.tsx,3,0.150000
app/shop/page.tsx,components/ProductActions.tsx,3,0.333333
app/shop/page.tsx,components/ProductCard.tsx,3,0.230769
app/shop/page.tsx,components/SaleProducts.tsx,3,0.157895
app/shop/page.tsx,components/ShopControls.tsx,2,0.250000
components/DashboardClient.tsx,components/DashboardTabs.tsx,3,0.750000
components/DashboardClient.tsx,components/FeaturedProducts.tsx,3,0.187500
components/DashboardClient.tsx,components/ProductActions.tsx,3,0.600000
components/DashboardClient.tsx,components/ProductCard.tsx,3,0.333333
components/DashboardClient.tsx,components/SaleProducts.tsx,3,0.200000
components/DashboardTabs.tsx,components/FeaturedProducts.tsx,3,0.200000
components/DashboardTabs.tsx,components/ProductActions.tsx,3,0.750000
components/DashboardTabs.tsx,components/ProductCard.tsx,3,0.375000
components/DashboardTabs.tsx,components/SaleProducts.tsx,3,0.214286
components/FeaturedProducts.tsx,components/HeroBannerClient.tsx,5,0.238095
components/FeaturedProducts.tsx,components/cart/AddToCartButton.tsx,3,0.200000
components/GachaRhombus.tsx,components/HeroBannerClient.tsx,2,0.111111
components/GachaRhombus.tsx,components/NavigationDrawer.tsx,2,0.153846
components/GachaRhombus.tsx,components/admin/AdminSidebar.tsx,3,0.187500
components/HeroBannerClient.tsx,components/ProductCard.tsx,3,0.187500
components/HeroBannerClient.tsx,components/PurchasedItem.tsx,4,0.266667
components/HeroBannerClient.tsx,components/SaleProducts.tsx,5,0.250000
components/HeroBannerClient.tsx,components/admin/AdminSidebar.tsx,5,0.312500
components/HeroBannerClient.tsx,components/admin/ProductTable.tsx,5,0.357143
components/HeroBannerClient.tsx,components/cart/AddToCartButton.tsx,3,0.272727
components/Navbar.tsx,components/ProductCard.tsx,3,0.130435
components/Navbar.tsx,components/SaleProducts.tsx,9,0.391304
components/Navbar.tsx,components/cart/AddToCartButton.tsx,3,0.166667
components/ProductCard.tsx,components/PurchasedItem.tsx,5,0.454545
components/ProductCard.tsx,components/admin/AdminSidebar.tsx,3,0.200000
components/ProductCard.tsx,components/admin/ProductTable.tsx,3,0.230769
components/ProductCard.tsx,components/cart/AddToCartButton.tsx,3,0.375000
components/PurchasedItem.tsx,components/SaleProducts.tsx,5,0.294118
components/PurchasedItem.tsx,components/cart/AddToCartButton.tsx,3,0.375000
components/SaleProducts.tsx,components/admin/AdminSidebar.tsx,7,0.411765
components/SaleProducts.tsx,components/admin/ProductTable.tsx,5,0.294118
components/SaleProducts.tsx,components/cart/AddToCartButton.tsx,3,0.214286
components/admin/AdminSidebar.tsx,components/cart/AddToCartButton.tsx,3,0.300000
components/admin/ProductTable.tsx,components/cart/AddToCartButton.tsx,3,0.375000
app/api/dashboard/topup-summary/route.ts,components/DailyTopupSummary.tsx,3,0.300000
app/api/dashboard/topup-summary/route.ts,components/MembersSummary.tsx,3,0.333333
app/shop/page.tsx,components/DailyTopupSummary.tsx,3,0.272727
app/shop/page.tsx,components/MembersSummary.tsx,3,0.300000
components/DailyTopupSummary.tsx,components/MembersSummary.tsx,5,0.833333
app/admin/products/[id]/stock/page.tsx,app/dashboard/inventory/page.tsx,2,0.500000
app/api/cart/checkout/route.ts,components/HeroBannerClient.tsx,3,0.200000
app/api/cart/checkout/route.ts,components/PurchasedItem.tsx,3,0.250000
app/api/cart/checkout/route.ts,components/cart/CartItem.tsx,3,0.428571
app/api/cart/checkout/route.ts,components/cart/CartSheet.tsx,3,0.375000
app/api/cart/checkout/route.ts,components/providers/CartContext.tsx,3,0.428571
components/HeroBannerClient.tsx,components/cart/CartItem.tsx,3,0.272727
components/HeroBannerClient.tsx,components/cart/CartSheet.tsx,3,0.250000
components/HeroBannerClient.tsx,components/providers/CartContext.tsx,3,0.272727
components/PurchasedItem.tsx,components/cart/CartItem.tsx,3,0.375000
components/PurchasedItem.tsx,components/cart/CartSheet.tsx,3,0.333333
components/PurchasedItem.tsx,components/providers/CartContext.tsx,3,0.375000
components/cart/CartItem.tsx,components/cart/CartSheet.tsx,3,0.750000
components/cart/CartItem.tsx,components/providers/CartContext.tsx,3,1.000000
components/cart/CartSheet.tsx,components/providers/CartContext.tsx,3,0.750000
app/admin/news/page.tsx,components/NewsSection.tsx,5,0.294118
app/admin/settings/page.tsx,components/HeroBanner.tsx,3,0.375000
app/product/[id]/page.tsx,components/NewsSection.tsx,3,0.272727
components/HeroBanner.tsx,components/Navbar.tsx,3,0.166667
app/admin/products/[id]/edit/page.tsx,app/api/purchase/route.ts,3,0.230769
app/api/products/[id]/route.ts,app/layout.tsx,3,0.150000
app/api/products/route.ts,app/layout.tsx,3,0.142857
app/api/purchase/route.ts,app/layout.tsx,3,0.176471
.scannerwork/report-task.txt,components/GachaRecentFeed.tsx,3,0.300000
.scannerwork/report-task.txt,components/HeroBannerClient.tsx,3,0.214286
components/GachaHistory.tsx,components/HeroBannerClient.tsx,2,0.166667
components/GachaRecentFeed.tsx,components/HeroBannerClient.tsx,4,0.285714
.scannerwork/report-task.txt,components/ui/table.tsx,3,0.428571
components/GachaRecentFeed.tsx,components/ui/table.tsx,2,0.222222
components/HeroBannerClient.tsx,components/ui/table.tsx,2,0.153846
app/dashboard/topup/page.tsx,components/ui/chart.tsx,2,0.285714
app/admin/nav-items/page.tsx,app/api/products/[id]/route.ts,3,0.300000
app/admin/nav-items/page.tsx,app/api/products/route.ts,3,0.272727
app/admin/nav-items/page.tsx,components/Footer.tsx,3,0.750000
app/admin/nav-items/page.tsx,components/HeroBannerClient.tsx,3,0.272727
app/api/dashboard/members-summary/route.ts,app/api/dashboard/topup-summary/route.ts,4,0.571429
app/api/products/[id]/route.ts,components/AnnouncementPopup.tsx,3,0.250000
app/api/products/[id]/route.ts,components/Footer.tsx,3,0.272727
app/api/products/[id]/route.ts,components/HeroBannerClient.tsx,3,0.166667
app/api/products/route.ts,components/AnnouncementPopup.tsx,3,0.230769
app/api/products/route.ts,components/Footer.tsx,3,0.250000
app/api/products/route.ts,components/HeroBannerClient.tsx,3,0.157895
components/GachaRhombus.tsx,components/admin/RevenueAreaChart.tsx,3,0.333333
app/admin/news/page.tsx,app/api/admin/promo-codes/[id]/route.ts,3,0.214286
app/api/topup/route.ts,app/register/RegisterForm.tsx,2,0.200000
app/admin/roles/page.tsx,components/AnnouncementPopup.tsx,3,0.300000
app/admin/roles/page.tsx,components/DailyTopupSummary.tsx,3,0.272727
app/dashboard/topup/page.tsx,components/DailyTopupSummary.tsx,3,0.300000
app/api/admin/roles/route.ts,app/login/LoginForm.tsx,2,0.400000
app/admin/layout.tsx,app/api/dashboard/members-summary/route.ts,3,0.375000
app/admin/layout.tsx,app/api/dashboard/topup-trend/route.ts,3,0.428571
app/admin/layout.tsx,app/api/purchase/route.ts,3,0.272727
app/api/admin/products/[id]/duplicate/route.ts,app/api/topup/route.ts,2,0.181818
app/api/dashboard/members-summary/route.ts,app/api/dashboard/topup-trend/route.ts,3,0.750000
app/api/dashboard/members-summary/route.ts,app/api/purchase/route.ts,3,0.375000
app/api/dashboard/topup-summary/route.ts,app/api/dashboard/topup-trend/route.ts,3,0.428571
app/api/dashboard/topup-summary/route.ts,app/api/purchase/route.ts,3,0.272727
app/api/dashboard/topup-trend/route.ts,app/api/purchase/route.ts,3,0.428571
app/api/purchase/route.ts,app/api/topup/route.ts,3,0.250000
app/api/admin/currency-settings/route.ts,app/api/admin/footer-links/route.ts,4,0.800000
app/api/admin/currency-settings/route.ts,app/api/admin/footer-links/settings/route.ts,3,0.600000
app/api/admin/currency-settings/route.ts,app/api/admin/gacha-machines/route.ts,2,0.333333
app/api/admin/currency-settings/route.ts,app/api/admin/gacha-rewards/route.ts,2,0.250000
app/api/admin/currency-settings/route.ts,app/api/admin/gacha-settings/route.ts,2,0.285714
app/api/admin/currency-settings/route.ts,app/api/admin/help/route.ts,2,0.222222
app/api/admin/currency-settings/route.ts,app/api/admin/nav-items/route.ts,4,0.800000
app/api/admin/currency-settings/route.ts,app/api/admin/news/route.ts,2,0.222222
app/api/admin/currency-settings/route.ts,app/api/admin/popups/route.ts,2,0.400000
app/api/admin/currency-settings/route.ts,app/api/admin/promo-codes/route.ts,4,0.800000
app/api/admin/currency-settings/route.ts,app/api/admin/roles/route.ts,2,0.333333
app/api/admin/currency-settings/route.ts,scripts/backup-db.ts,2,0.400000
app/api/admin/footer-links/route.ts,app/api/admin/footer-links/settings/route.ts,3,0.750000
app/api/admin/footer-links/route.ts,app/api/admin/gacha-machines/route.ts,2,0.400000
app/api/admin/footer-links/route.ts,app/api/admin/gacha-rewards/route.ts,2,0.285714
app/api/admin/footer-links/route.ts,app/api/admin/gacha-settings/route.ts,2,0.333333
app/api/admin/footer-links/route.ts,app/api/admin/help/route.ts,2,0.250000
app/api/admin/footer-links/route.ts,app/api/admin/nav-items/route.ts,4,1.000000
app/api/admin/footer-links/route.ts,app/api/admin/news/route.ts,2,0.250000
app/api/admin/footer-links/route.ts,app/api/admin/popups/route.ts,2,0.500000
app/api/admin/footer-links/route.ts,app/api/admin/promo-codes/route.ts,4,1.000000
app/api/admin/footer-links/route.ts,app/api/admin/roles/route.ts,2,0.400000
app/api/admin/footer-links/route.ts,app/api/admin/settings/route.ts,2,0.400000
app/api/admin/footer-links/route.ts,app/api/products/route.ts,3,0.250000
app/api/admin/footer-links/route.ts,scripts/backup-db.ts,2,0.500000
app/api/admin/footer-links/settings/route.ts,app/api/admin/nav-items/route.ts,3,0.750000
app/api/admin/footer-links/settings/route.ts,app/api/admin/promo-codes/route.ts,3,0.750000
app/api/admin/footer-links/settings/route.ts,app/api/products/route.ts,3,0.272727
app/api/admin/gacha-machines/route.ts,app/api/admin/gacha-settings/route.ts,2,0.400000
app/api/admin/gacha-machines/route.ts,app/api/admin/help/route.ts,2,0.285714
app/api/admin/gacha-machines/route.ts,app/api/admin/nav-items/route.ts,2,0.400000
app/api/admin/gacha-machines/route.ts,app/api/admin/news/route.ts,2,0.285714
app/api/admin/gacha-machines/route.ts,app/api/admin/popups/route.ts,2,0.666667
app/api/admin/gacha-machines/route.ts,app/api/admin/promo-codes/route.ts,2,0.400000
app/api/admin/gacha-machines/route.ts,app/api/admin/roles/route.ts,2,0.500000
app/api/admin/gacha-machines/route.ts,app/api/admin/settings/route.ts,2,0.500000
app/api/admin/gacha-machines/route.ts,scripts/backup-db.ts,2,0.666667
app/api/admin/gacha-rewards/route.ts,app/api/admin/gacha-settings/route.ts,4,0.800000
app/api/admin/gacha-rewards/route.ts,app/api/admin/help/route.ts,2,0.222222
app/api/admin/gacha-rewards/route.ts,app/api/admin/nav-items/route.ts,2,0.285714
app/api/admin/gacha-rewards/route.ts,app/api/admin/news/route.ts,2,0.222222
app/api/admin/gacha-rewards/route.ts,app/api/admin/popups/route.ts,2,0.400000
app/api/admin/gacha-rewards/route.ts,app/api/admin/promo-codes/route.ts,2,0.285714
app/api/admin/gacha-rewards/route.ts,app/api/admin/roles/route.ts,2,0.333333
app/api/admin/gacha-rewards/route.ts,app/api/admin/settings/route.ts,2,0.333333
app/api/admin/gacha-rewards/route.ts,scripts/backup-db.ts,2,0.400000
app/api/admin/gacha-settings/route.ts,app/api/admin/help/route.ts,2,0.250000
app/api/admin/gacha-settings/route.ts,app/api/admin/nav-items/route.ts,2,0.333333
app/api/admin/gacha-settings/route.ts,app/api/admin/news/route.ts,2,0.250000
app/api/admin/gacha-settings/route.ts,app/api/admin/popups/route.ts,2,0.500000
app/api/admin/gacha-settings/route.ts,app/api/admin/promo-codes/route.ts,2,0.333333
app/api/admin/gacha-settings/route.ts,app/api/admin/roles/route.ts,2,0.400000
app/api/admin/gacha-settings/route.ts,app/api/admin/settings/route.ts,2,0.400000
app/api/admin/gacha-settings/route.ts,scripts/backup-db.ts,2,0.500000
app/api/admin/help/route.ts,app/api/admin/nav-items/route.ts,2,0.250000
app/api/admin/help/route.ts,app/api/admin/news/route.ts,4,0.500000
app/api/admin/help/route.ts,app/api/admin/popups/route.ts,2,0.333333
app/api/admin/help/route.ts,app/api/admin/products/[id]/duplicate/route.ts,3,0.375000
app/api/admin/help/route.ts,app/api/admin/promo-codes/route.ts,2,0.250000
app/api/admin/help/route.ts,app/api/admin/roles/route.ts,2,0.285714
app/api/admin/help/route.ts,app/api/admin/settings/route.ts,2,0.285714
app/api/admin/help/route.ts,app/api/products/route.ts,3,0.214286
app/api/admin/help/route.ts,app/api/register/route.ts,3,0.375000
app/api/admin/help/route.ts,app/api/topup/route.ts,3,0.272727
app/api/admin/help/route.ts,package.json,5,0.312500
app/api/admin/help/route.ts,scripts/backup-db.ts,2,0.333333
app/api/admin/nav-items/route.ts,app/api/admin/news/route.ts,2,0.250000
app/api/admin/nav-items/route.ts,app/api/admin/popups/route.ts,2,0.500000
app/api/admin/nav-items/route.ts,app/api/admin/promo-codes/route.ts,4,1.000000
app/api/admin/nav-items/route.ts,app/api/admin/roles/route.ts,2,0.400000
app/api/admin/nav-items/route.ts,app/api/admin/settings/route.ts,2,0.400000
app/api/admin/nav-items/route.ts,app/api/products/route.ts,3,0.250000
app/api/admin/nav-items/route.ts,scripts/backup-db.ts,2,0.500000
app/api/admin/news/route.ts,app/api/admin/popups/route.ts,2,0.333333
app/api/admin/news/route.ts,app/api/admin/products/[id]/duplicate/route.ts,3,0.375000
app/api/admin/news/route.ts,app/api/admin/promo-codes/route.ts,2,0.250000
app/api/admin/news/route.ts,app/api/admin/roles/route.ts,2,0.285714
app/api/admin/news/route.ts,app/api/admin/settings/route.ts,2,0.285714
app/api/admin/news/route.ts,lib/auditLog.ts,3,0.333333
app/api/admin/news/route.ts,package.json,5,0.312500
app/api/admin/news/route.ts,scripts/backup-db.ts,2,0.333333
app/api/admin/popups/route.ts,app/api/admin/promo-codes/route.ts,2,0.500000
app/api/admin/popups/route.ts,app/api/admin/roles/route.ts,2,0.666667
app/api/admin/popups/route.ts,app/api/admin/settings/route.ts,2,0.666667
app/api/admin/popups/route.ts,scripts/backup-db.ts,2,1.000000
app/api/admin/products/[id]/duplicate/route.ts,package.json,3,0.176471
app/api/admin/promo-codes/route.ts,app/api/admin/roles/route.ts,2,0.400000
app/api/admin/promo-codes/route.ts,app/api/admin/settings/route.ts,2,0.400000
app/api/admin/promo-codes/route.ts,app/api/products/route.ts,3,0.250000
app/api/admin/promo-codes/route.ts,scripts/backup-db.ts,2,0.500000
app/api/admin/roles/route.ts,app/api/admin/settings/route.ts,2,0.500000
app/api/admin/roles/route.ts,scripts/backup-db.ts,2,0.666667
app/api/admin/settings/route.ts,scripts/backup-db.ts,2,0.666667
app/api/products/route.ts,app/api/register/route.ts,3,0.230769
app/api/products/route.ts,package.json,3,0.130435
app/api/register/route.ts,app/api/topup/route.ts,3,0.300000
app/api/register/route.ts,package.json,3,0.176471
lib/auditLog.ts,package.json,3,0.166667
package.json,tsconfig.json,2,0.133333
app/api/admin/audit-logs/route.ts,app/api/admin/news/[id]/route.ts,3,0.375000
app/api/admin/audit-logs/route.ts,app/api/admin/news/route.ts,3,0.333333
app/api/admin/currency-settings/route.ts,app/api/admin/footer-links/[id]/route.ts,3,0.500000
app/api/admin/currency-settings/route.ts,app/api/admin/nav-items/[id]/route.ts,3,0.600000
app/api/admin/footer-links/[id]/route.ts,app/api/admin/footer-links/route.ts,3,0.600000
app/api/admin/footer-links/[id]/route.ts,app/api/admin/nav-items/[id]/route.ts,3,0.750000
app/api/admin/footer-links/[id]/route.ts,app/api/admin/nav-items/route.ts,3,0.600000
app/api/admin/footer-links/[id]/route.ts,app/api/admin/promo-codes/route.ts,3,0.600000
app/api/admin/footer-links/[id]/route.ts,app/api/admin/users/[id]/route.ts,3,0.375000
app/api/admin/footer-links/route.ts,app/api/admin/nav-items/[id]/route.ts,3,0.750000
app/api/admin/footer-links/route.ts,app/api/admin/users/[id]/route.ts,3,0.375000
app/api/admin/gacha-rewards/[id]/route.ts,app/api/admin/gacha-settings/route.ts,3,0.600000
app/api/admin/help/[id]/route.ts,app/api/admin/help/route.ts,5,0.714286
app/api/admin/help/[id]/route.ts,app/api/admin/news/[id]/route.ts,3,0.375000
app/api/admin/help/[id]/route.ts,app/api/admin/news/route.ts,3,0.333333
app/api/admin/help/[id]/route.ts,app/api/admin/popups/[id]/route.ts,3,0.500000
app/api/admin/help/[id]/route.ts,app/api/admin/products/[id]/featured/route.ts,3,0.375000
app/api/admin/help/[id]/route.ts,app/api/admin/users/[id]/route.ts,3,0.300000
app/api/admin/help/route.ts,app/api/admin/news/[id]/route.ts,3,0.375000
app/api/admin/help/route.ts,app/api/admin/popups/[id]/route.ts,3,0.500000
app/api/admin/help/route.ts,app/api/admin/products/[id]/featured/route.ts,3,0.375000
app/api/admin/help/route.ts,app/api/admin/users/[id]/route.ts,3,0.300000
app/api/admin/nav-items/[id]/route.ts,app/api/admin/nav-items/route.ts,3,0.750000
app/api/admin/nav-items/[id]/route.ts,app/api/admin/promo-codes/route.ts,3,0.750000
app/api/admin/nav-items/[id]/route.ts,app/api/admin/users/[id]/route.ts,3,0.428571
app/api/admin/nav-items/route.ts,app/api/admin/users/[id]/route.ts,3,0.375000
app/api/admin/news/[id]/route.ts,app/api/admin/news/route.ts,5,0.833333
app/api/admin/news/[id]/route.ts,app/api/admin/products/[id]/featured/route.ts,3,0.428571
app/api/admin/news/route.ts,app/api/admin/products/[id]/featured/route.ts,3,0.375000
app/api/admin/popups/[id]/route.ts,app/api/admin/users/[id]/route.ts,3,0.428571
app/api/admin/promo-codes/route.ts,app/api/admin/users/[id]/route.ts,3,0.375000
lib/validations/gacha.ts,lib/validations/index.ts,2,0.666667
app/api/login/route.ts,app/api/register/route.ts,3,0.600000
app/admin/gacha-machines/page.tsx,components/GachaRecentFeed.tsx,2,0.166667
components/GachaRecentFeed.tsx,components/Navbar.tsx,2,0.086957
app/admin/gacha-settings/page.tsx,app/admin/layout.tsx,2,0.285714
app/admin/gacha-settings/page.tsx,app/admin/page.tsx,2,0.400000
app/admin/gacha-settings/page.tsx,app/admin/settings/page.tsx,2,0.250000
app/admin/gacha-settings/page.tsx,app/api/admin/gacha-products/route.ts,2,1.000000
app/admin/gacha-settings/page.tsx,app/api/admin/gacha-rewards/[id]/route.ts,2,0.500000
app/admin/gacha-settings/page.tsx,app/api/admin/gacha-rewards/route.ts,2,0.400000
